Name	Category	Latitude	Longitude
Lids	Hat shop	42.0376596	-71.3515873
Lids	Hat shop	42.3556825	-71.6128566
Lids	Hat shop	42.3009671	-71.3824022
Lids	Hat shop	41.548914	-73.024568
Lids	Hat shop	42.2218549	-71.0250925
Lids	Hat shop	42.0955793	-71.0517616
Lids	Hat shop	42.3683819	-71.0759296
Lids	Hat shop	42.4831587	-71.213775
Lids	Hat shop	41.6417038	-70.9911004
Lids	Hat shop	41.2359938	-73.0355424
Lids	Hat shop	42.2220664	-71.0237194
Lids	Hat shop	42.4611337	-71.0275368
Lids	Hat shop	42.7007239	-71.4370786
Adirondack Chairs Waterbury	Outdoor furniture store	41.548914	-73.024568
Deck Boxes To Go	Outdoor furniture store	45.5977671	-127.2696988
Baldwin Lawn Furniture and Pergolas LLC	Outdoor furniture store	41.544392	-72.685085
Porch & Patio	Outdoor furniture store	41.2622813	-73.0076557
Adirondack Chairs Hartford	Outdoor furniture store	41.7317848	-72.697362
Adirondack Chairs New Haven	Outdoor furniture store	41.2957153	-72.9199495
Old Hickory Furniture of Connecticut	Outdoor furniture store	41.4028866	-72.6046285
New England Patio & Hearth	Outdoor furniture store	41.6965003	-72.6571586
THE OUTDOOR KITCHEN DESIGN STORE by Preferred Properties	Kitchen furniture store	41.5408594	-72.8924501
Adirondack Chairs Bridgeport	Outdoor furniture store	41.2238046	-73.2087057
New England Patio & Hearth	Outdoor furniture store	41.823462	-72.878414
The Home Depot	Home improvement store	41.5480941	-73.041888
Adirondack Chairs Stamford	Outdoor furniture store	41.0935512	-73.5174158
Ashley homestore outlet	Furniture store	41.5669009	-73.0073571
Schmidts & Serafines True Value	Hardware store	41.5836595	-73.0383601
Adirondack Chairs Springfield	Outdoor furniture store	42.085568	-72.5588396
Maddie's Porch - Outdoor Teak Furniture	Outdoor furniture store	41.1405251	-73.5776684
Pine Creek Structures	Portable building manufacturer	41.6053196	-72.7503668
H and H Outdoor Accents	Outdoor furniture store	41.9577861	-72.3113454
Patio.com	Outdoor furniture store	41.1385827	-73.3335309
Art Manifest Station	Tattoo and piercing shop	41.548914	-73.024568
iDoctor Kiosk - Smartphone Repair Experts	Mobile phone repair shop	41.8063291	-72.5456615
Manchester Phone Repair Services - Lifetime Warranty	Phone repair service	41.8063291	-72.5456615
Phone Repair Services - Lifetime Warranty	Phone repair service	41.548914	-73.024568
Charleys Philly Steaks	Cheesesteak restaurant	41.8062234	-72.5457417
Charleys Philly Steaks	Cheesesteak restaurant	41.3746826	-72.1441734
Charleys Philly Steaks	Cheesesteak restaurant	41.7256256	-71.4790271
Charleys Philly Steaks	Cheesesteak restaurant	41.827305	-71.4167518
Charleys Philly Steaks	Cheesesteak restaurant	42.1676302	-72.6413569
Charleys Philly Steaks	Cheesesteak restaurant	41.5506526	-72.8065764
Charleys Philly Steaks	Cheesesteak restaurant	41.9466347	-71.3499846
Charleys	Cheesesteak restaurant	42.3008066	-71.3841354
Charleys Philly Steaks	Cheesesteak restaurant	42.3386237	-71.1072353
Charleys Philly Steaks	Cheesesteak restaurant	42.0938301	-71.0534923
Charleys Philly Steaks	Cheesesteak restaurant	42.3558635	-71.0604975
Charleys Philly Steaks	Cheesesteak restaurant	42.4822898	-71.2135439
Charley's Philly Steaks	Cheesesteak restaurant	42.3681959	-71.0761754
Charleys Philly Steaks	Cheesesteak restaurant	42.2220924	-71.024216
Charleys Philly Steaks	Cheesesteak restaurant	41.2293413	-73.2267736
Charleys Philly Steaks	Cheesesteak restaurant	42.701017	-71.4369865
Charleys Philly Steaks	Cheesesteak restaurant	42.4606134	-71.027119
Charleys Philly Steaks	Cheesesteak restaurant	41.9701326	-70.7156745
Charleys Philly Steaks	Cheesesteak restaurant	40.9218422	-72.7135758
Charleys Philly Steaks	Cheesesteak restaurant	42.5396335	-70.943273
Cinnabon	Bakery	41.4762968	-71.9620542
Cinnabon	Bakery	41.7230942	-72.7617619
Cinnabon	Bakery	42.3563974	-71.6126715
Cinnabon	Bakery	41.548914	-73.024568
Cinnabon	Bakery	41.236614	-73.0362329
Cinnabon	Bakery	41.2369247	-73.0224107
Cinnabon	Bakery	41.2298302	-73.2263009
Cinnabon	Bakery	41.3806589	-73.4807815
Cinnabon	Bakery	42.9554768	-71.4325338
Cinnabon	Bakery	40.8659362	-73.130527
Cinnabon	Bakery	41.0970548	-73.9563197
Cinnabon	Bakery	41.0315317	-73.7694815
Cinnabon	Bakery	40.8642334	-73.8278155
Cinnabon	Bakery	40.7733036	-73.5316509
Cinnabon	Bakery	41.3285755	-73.807682
Brow Bar Threading Salon	Beauty salon	41.548914	-73.024568
Threading Brow Bar - Stamford, CT	Beauty salon	41.05285	-73.536672
A&R Ink House /	Tattoo and piercing shop	41.548914	-73.024568
Sicilian Delight	Italian restaurant	41.548914	-73.024568
Sicilian Delight	Pizza restaurant	41.6254867	-73.9209594
Sicilian Delight	Pizza restaurant	41.452477	-74.368671
Sicilian Delight	Italian restaurant	43.0824138	-75.3155692
All In Adventures Escape Rooms	Escape room center	41.80687	-72.5459
All In Adventures Escape Rooms	Escape room center	42.1671143	-72.6411408
All In Adventures Escape Rooms	Escape room center	41.548914	-73.024568
All in Adventures Escape Rooms	Escape room center	42.356414	-72.546963
All In Adventures Escape Rooms	Escape room center	41.3288494	-73.8088193
All In Adventures Escape Rooms	Escape room center	41.2349763	-73.0370911
All In Adventures Escape Rooms	Escape room center	42.6881928	-73.8481333
All In Adventures Escape Rooms	Escape room center	40.5559383	-74.2975664
Escape The Mystery Room	Escape room center	41.945643	-71.349778
All In Adventures Escape Rooms	Escape room center	40.4235756	-74.3827529
AdventurEscape Premium Escape Rooms	Escape room center	41.9224222	-72.6692583
All In Adventures Escape Rooms	Escape room center	40.824463	-76.849348
All In Adventures Escape Rooms	Escape room center	39.374715	-76.468394
Tasty Pastry LLC	Bakery	41.548914	-73.024568
Southington	Connecticut	41.5964869	-72.8776013
Milldale	Southington, CT	41.5669981	-72.8990595
The Graduate School and Office for Sponsored Programs	University	41.8059265	-72.2519698
Graduate School of Oceanography	School	41.4921843	-71.4224687
Graduate School of Arts and Sciences	Graduate school	42.372708	-71.1188362
Graduate School of Arts and Sciences	Graduate school	42.3501634	-71.1051613
Yale Graduate School of Arts and Sciences	Graduate school	41.3115038	-72.9240457
Boston Graduate School of Psychoanalysis	Graduate school	42.3392954	-71.1330411
Northeastern University: Graduate Studies	Graduate school	42.3395225	-71.0878997
The Graduate School - Montclair State University	Graduate school	40.8623185	-74.1981614
Princeton University Graduate School	Graduate school	40.3476855	-74.6591541
Springfield College School of Social Work	Graduate school	42.0946601	-72.5501172
Brandeis University Graduate School of Arts and Sciences	Graduate school	42.3677767	-71.2577821
UNH Graduate School	Graduate school	43.1360526	-70.9323638
The Conway School | Graduate Program in Sustainable Landscape Planning & Design	Graduate school	42.313782	-72.6487104
Marlboro College Graduate School	College	42.8498053	-72.5560751
Keller Graduate School of Management- Paramus Center	Graduate school	40.9192922	-74.0647575
McDougal Graduate Student Center	Graduate school	41.3157232	-72.9242711
Graduate School of Architecture, Planning and Preservation	Graduate school	40.8082895	-73.9609729
Rutgers Graduate School of Education (GSE)	Graduate school	40.5014369	-74.44724
Graduate School of Social Service	Graduate school	40.7706203	-73.9852917
Relay Graduate School of Education	Graduate school	40.7058607	-74.0135126
Smith College School for Social Work	Graduate school	42.3171969	-72.6365119
UConn Rainbow Center	Student union	41.8070508	-72.2546431
University of Connecticut Club Sports Complex	Sports complex	41.8071596	-72.254717
WHUS Radio	Radio broadcaster	41.8071153	-72.2547242
One Plate Two Plates	Restaurant	41.8068455	-72.2544663
West Street Elementary School	School	42.0786681	-72.0506126
West Street Grill	New American restaurant	41.746565	-73.19134
DiFrancos Restaurant	Italian restaurant	41.7464895	-73.1916465
Catherine A. Lavoie, MSN, APRN	Association or organization	41.7466748	-73.1918028
Litchfield Tailor Shop	Tailor	41.7464602	-73.1917037
F North Clark Insurance Inc	Insurance agency	41.7465819	-73.1915031
CP Farmhouse	Gift shop	41.7464588	-73.1914494
Howard Lisa Y MD	Doctor	41.7464798	-73.1913611
Litchfield	Connecticut	41.7472642	-73.1887165
Worcester	Massachusetts	42.2625932	-71.8022934
Chuck E. Cheese	Children's amusement center	41.799157	-72.5536571
Chuck E. Cheese	Children's amusement center	42.1459302	-72.4861603
Chuck E. Cheese	Children's amusement center	42.2387072	-71.7473336
Chuck E. Cheese	Children's amusement center	41.7197157	-71.4836461
Chuck E. Cheese	Children's amusement center	41.6663131	-72.7223041
Chuck E. Cheese	Children's amusement center	41.919812	-71.3603741
Chuck E. Cheese	Children's amusement center	42.3010529	-71.3556644
Chuck E. Cheese	Children's amusement center	41.6422356	-70.9959518
Chuck E. Cheese	Children's amusement center	41.558223	-73.01026
Chuck E. Cheese	Children's amusement center	41.2778196	-72.9870922
Chuck E. Cheese	Children's amusement center	42.5290131	-71.7421299
Chuck E. Cheese	Children's amusement center	42.6223141	-71.3177677
Chuck E. Cheese	Children's amusement center	42.4012838	-71.0700291
Chuck E. Cheese	Children's amusement center	42.5514991	-70.9328261
FoodWorks	Natural goods store	41.290533	-72.384423
Foodworks	Natural goods store	41.288248	-72.662742
Foodworks	Chinese restaurant	42.2387447	-71.747051
Food Works	Chinese takeaway	42.239192	-71.8449805
Foodworks IV	Chinese restaurant	42.0897183	-71.6421774
Foodworks	Chinese restaurant	42.1911893	-71.7614472
Foodworks Restaurant	Family restaurant	41.5968914	-71.2508928
Broadmeadow Brook	Worcester, MA	42.2377868	-71.7681792
UConn TIP - Technology Incubator Program	Business center	41.8128506	-72.2504925!3m4!1s0x89e68a30635c6eab:0xa279c61388f0!8m2
49 Maple St	Spencer, MA 01562	42.2402684	-71.9910953
Naugatuck Firefighters Local	Labor union	41.4902968	-73.0543969
Waterbury Firefighters Association	Association or organization	41.588145	-73.051139
East Haven Firefighters Local	Fire station	41.2767052	-72.869724
College of Liberal Arts and Sciences	University department	41.8103584	-72.251189
Philip E. Austin Bldg	Storrs, CT 06269	41.8104296	-72.2511919
Uconn Department of Statistics	University	41.8104296	-72.2511919
Department of English	University	41.8103591	-72.2511859
Department of English	University	41.8275308	-71.4034509
Department of English	University	42.3880321	-72.5287554
Edwina Whitney Residence Hall	Storrs, CT 06268	41.8098949	-72.2473683
6 Woodside Ave	Norwich, CT 06360	41.516733	-72.0900379
6 Woodside Ave	West Warwick, RI 02893	41.71415	-71.5243266
Maggie McFly's® Middlebury	American restaurant	41.5384326	-73.0885981
Brass City Rescue Alliance	Non-profit organization	41.5382385	-73.0883712
Middlebury	Vermont 05753	44.0153371	-73.16734
727 Rubber Ave	Naugatuck, CT 06770	41.493873	-73.077868
McDonald's	Fast food restaurant	41.7361047	-72.1983612
McDonald's	Fast food restaurant	41.7170996	-72.2340378
McDonald's	Fast food restaurant	41.79947	-71.9028318
McDonald's	Fast food restaurant	41.9250211	-71.8817264
McDonald's	Fast food restaurant	41.8402822	-71.8826202
McDonald's	Fast food restaurant	41.6669752	-71.9156979
McDonald's	Fast food restaurant	41.8885959	-72.4625675
McDonald's	Fast food restaurant	41.8885959	-72.4625675
McDonald's	Fast food restaurant	41.8561792	-72.4297553
McDonald's	Fast food restaurant	41.8129628	-72.5256577
McDonald's	Fast food restaurant	42.0686353	-72.0091367
McDonald's	Fast food restaurant	42.1123199	-72.089497
McDonald's	Fast food restaurant	41.7970519	-72.5560901
McDonald's	Fast food restaurant	42.0555872	-71.8734406
McDonald's	Fast food restaurant	41.985977	-72.5117773
McDonald's	Fast food restaurant	41.5918671	-71.9916064
McDonald's	Fast food restaurant	41.8289697	-72.4966283
McDonald's	Fast food restaurant	41.7833191	-72.5846609
McDonald's	Fast food restaurant	41.5479497	-72.0943558
McDonald's	Fast food restaurant	41.7715537	-72.537961
Department of Anthropology	University department	41.8094723	-72.2500631
Department of Anthropology	University department	41.8235722	-71.3973974
Department of Anthropology	University department	42.3899738	-72.5302924
Department of Anthropology	University department	41.3152834	-72.9216485
Beach Hall	University department	41.809552	-72.250075
Charles Lewis Beach Hall	University department	41.8095173	-72.2500181
The Daily Campus	Newspaper publisher	41.8053502	-72.2436352
Manchester	UK	53.4807593	-2.2426305
Miracle Eyebrows	Beauty salon	41.8065159	-72.5440465
Miracle Eyebrows	Beauty salon	41.5485329	-73.0243722
Wow Family Entertainment Center	Video arcade	41.8064831	-72.5441214
Wow Family Entertainment Center	Casino	41.5499673	-73.0259421
WOW! Family Entertainment Center	Entertainment agency	41.5506969	-72.8075878
Wrentham Street	Bellingham, MA 02019	42.0254444	-71.4891742
Wrentham Rd	Springfield, MA 01119	42.1377812	-72.5003499
Wrentham Street	Wrentham, MA 02093	42.037932	-71.3534273
Wrentham Rd	Massachusetts	42.025583	-71.4714579
Wrentham St	Boston, MA 02124	42.2882898	-71.0597955
GUGGI	Clothing store	42.0374761	-71.3529389
Gucci		41.8029142	-72.7156273
Mutt Waggin' Pet Supplies Plainville	Pet supply store	42.0271329	-71.3105277
Mutt Waggin - Medfield	Pet supply store	42.1863238	-71.3108293
Wrentham	Massachusetts	42.0667652	-71.3281114
North Campus Dining Hall	Restaurant	41.8121943	-72.2584535
Alumni Dr	Mansfield, CT	41.8054165	-72.2595266
George J. Sherman Family Sports Complex	Storrs, CT 06269	41.806044	-72.2567347
M&T Bank ATM	ATM	41.3350191	-73.0886199
M&T Bank ATM	ATM	40.9335234	-72.3143051
M&T Bank ATM	ATM	41.3283032	-73.266907
M&T Bank ATM	ATM	41.4453599	-73.4037842
M&T Bank ATM	ATM	40.9346092	-72.6699268
M&T Bank ATM	ATM	40.8925701	-72.4250831
M&T Bank ATM	ATM	40.927141	-72.6907802
M&T Bank ATM	ATM	40.9489051	-72.2450752
M&T Bank	Bank	41.0997758	-72.3737422
M&T Bank ATM	ATM	40.8228026	-72.6091637
M&T Bank ATM	ATM	40.809759	-72.6423317
M&T Bank ATM	ATM	41.4225504	-73.5779714
M&T Bank	ATM	40.9192914	-72.3439468
M&T Bank ATM	ATM	40.8402841	-72.9958876
M&T Bank ATM	ATM	40.8081946	-73.003076
M&T Bank ATM	ATM	40.8249815	-73.0200105
M&T Bank ATM	ATM	41.2832939	-73.4975426
ATM M&t Bank	ATM	41.3709758	-73.4122712
M&T Bank ATM	ATM	41.1278553	-73.3816324
M&T Bank ATM	ATM	40.8775718	-73.1182716
Angola Travel Plaza	Toll road rest stop	42.6357894	-78.9890334
Lavazza	Coffee shop	41.6425541	-72.9228326
Caffé Lavazza at Eataly	Italian restaurant	42.3480315	-71.0829123
Starbucks	Cafe	41.802194	-72.241536
Starbucks	Coffee shop	41.803166	-72.242154
Starbucks	Coffee shop	41.804584	-72.253478
Caffè Lavazza	Cafe	40.7420568	-73.9895189
Lavazza Cafe	Coffee shop	42.1105111	-73.9565273
LavAzza Coffee	Cafe	41.1531236	-74.1897126
Starbucks	Coffee shop	41.8394127	-71.8848515
Lavazza	Cafe	40.7102169	-74.0117249
Kaffe A Kaffe by Lavazza	Cafe	40.7636297	-73.9810872
Caffè Toscana	Cafe	41.2960421	-72.3771239
Midpoint Coffee Brewers	Coffee shop	41.3061128	-72.9301169
Prime Line Coffee & Tea Division Lavazza New York Distributor	Coffee machine supplier	40.818218	-73.884867
Bellmont Caffè	Coffee shop	42.3982056	-71.1749528
Atomic Bean Cafe	Coffee shop	42.3681558	-71.1085765
Caffe Vittoria	Coffee shop	42.3640667	-71.054325
Pan Y Cafe	Cafe	42.3984541	-71.0307587
Catalyst Cafe	Cafe	42.3655595	-71.0800165
Good As Gold Coffee	Coffee roasters	42.2571869	-71.7983246
Tate's Crafts	Craft store	41.8066972	-72.5449743
Tate's Crafts	Craft store	42.9114898	-70.8103227
Buckland Hills Dental	Dentist	41.806804	-72.5449115
406 Babbidge Rd	Storrs, CT 06269	41.807362	-72.251615
Harvest City Bible Church	Religious organization	40.7280093	-74.076138!3m4!1s0x89c251753135ca7b:0xaa268393755393bd!8m2
Harvest City Bible Church	Religious organization	40.7280093	-74.076138
Jersey City	New Jersey	40.7177545	-74.0431435
Weston A.Bousfield Psychology Bldg	Storrs, CT 06269	41.8065892	-72.2503561
Department of Psychology	University department	41.8066105	-72.2503506
Department of Molecular and Cell Biology	University department	41.8102465	-72.2567322
560 5th Ave	New York, NY 10036	40.7560789	-73.9794056
560 5th Ave	Brooklyn, NY 11215	40.6654412	-73.9898668
Philippine American Chamber of Commerce	Chamber of Commerce	40.7559351	-73.9793462
5th Ave & W 46th St	New York, NY 10036	40.7560369	-73.979021
5th Ave & W 46th St	New York, NY 10036	40.7560369	-73.979021
Worldsource Financial Management	Consultant	43.8454737	-79.3670667
Cruise Philippines	Cruise agency	40.7559536	-73.9794745
98 Whitney Rd	Storrs, CT 06269	41.8064065	-72.2494147
98 Whitney Rd	Columbia, CT 06237	41.7170308	-72.3264506
Leandra B. Wilson, MA	Counselor	41.8059	-72.2503
90'S Nails & Spa	Nail salon	41.8071801	-72.5453583
Jewelry & Watch Repair School Of New England	School	41.8070189	-72.5453979
Sarku Japan	Japanese restaurant	41.8072426	-72.545673
Sarku Japan	Japanese restaurant	41.3741402	-72.1455416
Sarku Japan	Japanese restaurant	42.3556349	-71.6122463
Sarku Japan	Japanese restaurant	42.0949334	-71.0518908
Sarku Japan	Japanese restaurant	42.2211406	-71.0253812
Sarku Japan	Japanese restaurant	42.3562127	-71.0607747
Sarku Japan	Japanese restaurant	42.3682817	-71.076448
Sarku Japan	Japanese restaurant	42.3005808	-71.3827791
Sarku Japan	Japanese restaurant	42.7008146	-71.4365327
Sarku Japan	Japanese restaurant	41.2302095	-73.2264546
Sarku Japan	Japanese restaurant	42.9568101	-71.4317417
Hartford Funny Bone Comedy Club and Restaurant	Comedy club	41.8072222	-72.5452778
Master Wok	Chinese restaurant	41.8072098	-72.5451363
Master Wok		42.3554065	-71.6126914
Master Wok	Chinese restaurant	42.3005959	-71.3823585
Master Wok	Chinese restaurant	42.3518159	-71.0554206
Master Wok	Chinese restaurant	42.4610116	-71.0269564
Master Wok	Chinese restaurant	42.4828618	-71.212929
Master Wok	Chinese restaurant	42.2206637	-71.0255519
Proactiv Automated Kiosk	Skin care products vending machine	41.9952075	-72.5816783
Proactiv Automated Kiosk	Skin care products vending machine	41.8070189	-72.5453979
Proactiv Automated Kiosk	Skin care products vending machine	41.8273894	-71.4167233
Proactiv Automated Kiosk	Skin care products vending machine	42.1418893	-72.4857915
